TSNE1,TSNE2,TSNE3,k
-3.1012235,-3.4563518,7.944674,1.83543233006978
-3.1486955,-3.2563584,8.037152,1.829330469408893
-3.1946714,-3.0522933,8.132456,1.823233986272887
-3.2287745,-2.841491,8.223402,1.817143128629441
-3.2582507,-2.6410275,8.3157,1.811059640472989
-3.2786365,-2.4353561,8.411122,1.804984679309078
-3.2934723,-2.2271435,8.508886,1.798917877643042
-3.2998836,-2.0268898,8.605682,1.792858227434632
-3.2986257,-1.8138618,8.703816,1.786804226290609
-3.2902029,-1.6151085,8.801642,1.780754354656835
-3.274136,-1.4118973,8.901396,1.774708305003934
-3.2497044,-1.2108712,9.003231,1.768667486494527
-3.218462,-1.0030586,9.106662,1.762633551418844
-3.1769583,-0.80540204,9.207888,1.756607283580011
-3.127948,-0.6024374,9.309265,1.750588351248887
-3.0714872,-0.4017623,9.40878,1.744575467215163
-3.008322,-0.20872325,9.504564,1.738567887848462
-2.9372594,-0.013775139,9.602884,1.732565857789194
-2.8604128,0.17203297,9.69831,1.726571060898504
-2.7812052,0.35649386,9.797027,1.720585621450105
-2.6895106,0.5420608,9.90012,1.714609780892834
-2.5946167,0.7201587,9.99826,1.708642854507887
-2.4883456,0.89830637,10.097402,1.702683566077799
-2.376916,1.0776292,10.192364,1.696730473394048
-2.261579,1.2438738,10.283456,1.690782739896072
-2.1360815,1.4145473,10.379315,1.684840067136138
-2.0083349,1.5764818,10.471959,1.678902798002261
-1.871214,1.7411184,10.568489,1.672970849016585
-1.7318383,1.8934507,10.658922,1.667044351645969
-1.5850083,2.0445144,10.74941,1.661123917085464
-1.4330797,2.1893125,10.836739,1.655209515327652
-1.2780851,2.3305852,10.923362,1.649300759832846
-1.1101019,2.4763722,11.011339,1.643398896240144
-0.94388115,2.6084497,11.092389,1.637504906035098
-0.7704047,2.7381701,11.17281,1.631619001449747
-0.59064907,2.8642428,11.249809,1.625741907318366
-0.40644702,2.9889076,11.322883,1.619873790085462
-0.21980777,3.103421,11.394869,1.614014103177935
-0.025671523,3.2132275,11.454037,1.608162591048049
0.16892451,3.3153148,11.516586,1.602319984681809
0.36894327,3.4153671,11.576705,1.596486679612218
0.56606257,3.5093439,11.633351,1.59066295427603
0.7710302,3.598269,11.686669,1.584850095783001
0.98260206,3.6822026,11.736608,1.579048687048632
1.1938195,3.7591767,11.783811,1.573257712690726
1.406858,3.8335893,11.824955,1.567475903287557
1.6248426,3.9044006,11.860741,1.561702506214459
1.8425229,3.968705,11.888104,1.555937170025126
2.0641854,4.027196,11.914861,1.550180182817712
2.2905815,4.0823774,11.9331,1.544432168765036
2.5168865,4.1319733,11.946895,1.538693911624844
2.744858,4.1784043,11.95807,1.532965839788857
2.967944,4.2182813,11.962182,1.527247213748558
3.1981492,4.2546835,11.961885,1.521536653501119
3.4244971,4.2861633,11.956451,1.515833028450702
3.650016,4.313747,11.947519,1.510135823393451
3.8756514,4.33624,11.930692,1.504444610681423
4.105291,4.3560853,11.90915,1.498759448845575
4.334598,4.371291,11.881746,1.493080520545214
4.5584006,4.3834543,11.850572,1.487408512458773
4.781453,4.3913918,11.813117,1.48174366533753
5.0055623,4.3963537,11.768563,1.476086498188034
5.2320685,4.3984785,11.71971,1.470439015408723
5.45233,4.3978343,11.666848,1.464803030055819
5.674667,4.3948536,11.608871,1.459178691299579
5.8997993,4.389304,11.5451355,1.45356615867022
6.1152697,4.381684,11.477224,1.447966537084116
6.3332725,4.371485,11.402255,1.442380120377139
6.54462,4.3596783,11.322869,1.436806584601152
6.757453,4.3467846,11.238057,1.431245079953113
6.9636836,4.332091,11.149127,1.425695099596331
7.171225,4.3157234,11.054323,1.420157462712345
7.367402,4.2995286,10.957135,1.414633510861762
7.5670824,4.2812605,10.850527,1.409124575610304
7.760783,4.2607126,10.739313,1.403631487223503
7.9551635,4.2419515,10.622793,1.398154237812445
8.144868,4.222064,10.501298,1.392692151233307
8.32716,4.202718,10.378595,1.387244328443947
8.511197,4.1829886,10.249411,1.381810583921071
8.689762,4.1634316,10.117715,1.376391403197292
8.86769,4.1438375,9.978475,1.37098763841275
9.041438,4.124813,9.835529,1.365600129797801
9.206979,4.106607,9.691674,1.36022942473382
9.366244,4.0894623,9.54706,1.354876423251796
9.523203,4.072665,9.395624,1.349542231427488
9.678898,4.0561585,9.238723,1.344227955443906
9.824323,4.0406466,9.079403,1.3389342177079
9.962568,4.0283074,8.9273,1.333660839313996
10.107712,4.0162363,8.755868,1.328407915653919
10.250942,4.0049844,8.582061,1.323176802919011
10.386017,3.9949024,8.407233,1.317968558005391
10.513747,3.9865155,8.233911,1.312783245822466
10.641653,3.9800904,8.055356,1.30761964752446
10.760711,3.9734428,7.8769765,1.302476819773011
10.875645,3.9688768,7.693058,1.297355030037295
10.991398,3.9649541,7.5023217,1.292255233571573
11.094851,3.9635491,7.3176064,1.287178372532496
11.1948185,3.9635186,7.1293325,1.2821255569073
11.290015,3.965502,6.943498,1.277098147429247
11.381573,3.968499,6.7528434,1.272096367384163
11.468764,3.9727173,6.5546107,1.267119100301465
11.552992,3.9790287,6.364089,1.262165138647815
11.634352,3.9877229,6.1661043,1.257233145511308
11.7076235,3.997066,5.9733915,1.252321821191921
11.779502,4.008793,5.7735744,1.247430852234155
11.849954,4.0224566,5.5762076,1.242560014113646
11.914097,4.0375247,5.374852,1.237708341933375
11.971542,4.0536184,5.1853065,1.232875550093138
12.027256,4.0721054,4.9825487,1.228061571222651
12.078474,4.091835,4.781967,1.223266249060344
12.12653,4.1132293,4.580703,1.218488642140056
12.171765,4.136295,4.387114,1.213727200159552
12.213997,4.160749,4.1856704,1.208981979690786
12.24991,4.1867805,3.9873679,1.204254012705396
12.285115,4.215094,3.7860396,1.199544107805842
12.314839,4.2431035,3.5952685,1.194852828751038
12.342798,4.2736835,3.39632,1.190181396300818
12.366141,4.305306,3.201705,1.185530476058112
12.386786,4.3390136,3.001862,1.180900057611412
12.404557,4.3724637,2.8086104,1.176290321586384
12.420005,4.4083405,2.6075542,1.171701267396642
12.435457,4.4457073,2.4105084,1.16713286424611
12.444225,4.4828515,2.2127888,1.16258548854709
12.452392,4.520033,2.0283754,1.158059687944669
12.458059,4.560402,1.830563,1.153555645378732
12.462241,4.599209,1.6413598,1.149073446280839
12.4609165,4.641903,1.4454522,1.144613171604127
12.457885,4.6824665,1.2591708,1.140174789382107
12.452605,4.7257957,1.0658288,1.135758818961723
12.443152,4.771258,0.87372017,1.131366301835662
12.432143,4.813022,0.6801991,1.126998563730812
12.417474,4.8576775,0.49371204,1.122657206014109
12.405568,4.902295,0.30670473,1.118344013853813
12.387625,4.948379,0.11685248,1.114060390179198
12.369498,4.9889884,-0.06811228,1.109807104248217
12.347145,5.039151,-0.25580958,1.105584582034184
12.323736,5.0840955,-0.4387408,1.101392688440902
12.297045,5.129906,-0.626626,1.097230946048938
12.268036,5.1778955,-0.8097043,1.093099385929078
12.236342,5.225099,-0.9946049,1.088998614245915
12.20281,5.2682867,-1.1661767,1.084929740394153
12.16654,5.315699,-1.3512833,1.080893278217857
12.129418,5.3615055,-1.5304515,1.076889773766579
12.089688,5.4090176,-1.7152969,1.072920271266065
12.0478325,5.455851,-1.8953692,1.0689851072217
12.005986,5.501224,-2.0714846,1.065083843643535
11.961133,5.5468802,-2.2495036,1.061215855289938
11.913559,5.5932217,-2.4326491,1.05738060512483
11.8649435,5.6376767,-2.6089568,1.053577441878141
11.816398,5.681211,-2.7747915,1.049806050283289
11.765598,5.7258463,-2.9517133,1.046066727765458
11.713806,5.769494,-3.1209152,1.042359750541357
11.661213,5.8106556,-3.291921,1.038684974278385
11.605637,5.8547487,-3.4642372,1.035042135968409
11.550931,5.898328,-3.636783,1.031431101120852
11.492357,5.9412117,-3.808604,1.027851571187238
11.433402,5.981028,-3.9803488,1.024303131261967
11.370625,6.02294,-4.1499596,1.020785004228151
11.306108,6.0628753,-4.3160048,1.017296815919543
11.242649,6.103395,-4.48273,1.013839553706469
11.174832,6.145713,-4.650647,1.010414346977252
11.108042,6.185135,-4.8156567,1.007021382291063
11.042131,6.22361,-4.977881,1.003659944541065
10.9749565,6.261301,-5.135734,1.000329874119672
10.9051485,6.2989063,-5.299659,0.9970321920260956
10.827913,6.3359685,-5.4575806,0.993767668740826
10.755689,6.373411,-5.619601,0.9905363177509132
10.685507,6.4081264,-5.781726,0.9873381360408312
10.614882,6.445572,-5.936172,0.984173785857041
10.539196,6.483167,-6.101419,0.981044233635376
10.468141,6.5171866,-6.2574596,0.977949497193108
10.392773,6.5525427,-6.418476,0.9748887071677438
10.318023,6.587164,-6.578547,0.9718613082258614
10.236637,6.6225595,-6.734257,0.9688682940550406
10.1658745,6.6560426,-6.887797,0.9659117280631704
10.08526,6.690383,-7.047271,0.9629927071130652
10.006431,6.7234373,-7.2027593,0.9601107423305214
9.926925,6.7556767,-7.354857,0.9572654526861196
9.845007,6.7884383,-7.511821,0.9544578554204936
9.764806,6.8202367,-7.6624618,0.9516891470976516
9.6819,6.8513927,-7.8176303,0.9489596191718136
9.598316,6.8823905,-7.970159,0.9462698284739016
9.5142975,6.9141316,-8.118586,0.943620504313282
9.428012,6.9444995,-8.270837,0.9410121961266068
9.341092,6.975059,-8.418041,0.9384452738883168
9.254235,7.0052214,-8.568669,0.9359195467553284
9.164055,7.037159,-8.718137,0.9334353210721228
9.073962,7.0637345,-8.86572,0.9309933530260748
8.982311,7.094369,-9.014346,0.9285938713904394
8.891636,7.1221285,-9.1606655,0.9262364986310628
8.802606,7.150165,-9.298811,0.9239211128450766
8.708589,7.1784234,-9.443131,0.9216481048915142
8.613668,7.205782,-9.586372,0.9194177752463688
8.519935,7.230067,-9.722421,0.9172304950284528
8.418423,7.2585588,-9.86865,0.9150875226612468
8.320659,7.2854743,-10.006827,0.9129901459841874
8.224112,7.3113127,-10.144866,0.910938957096986
8.118809,7.3366017,-10.281631,0.9089345628836524
8.017289,7.363038,-10.420637,0.9069776292748256
7.911854,7.3880305,-10.556605,0.9050683589211824
7.8067713,7.412786,-10.687588,0.9032069952013758
7.6958356,7.438128,-10.823896,0.9013936311959814
7.5849934,7.4630675,-10.957925,0.8996277145327515
7.4772615,7.486498,-11.083099,0.8979082548811738
7.3688416,7.5078797,-11.201561,0.8962346715124911
7.2528954,7.5311627,-11.326431,0.8946077549744998
7.1340575,7.554182,-11.454324,0.8930287575610333
7.0127683,7.577759,-11.572933,0.8914986649877711
6.8879747,7.59987,-11.692669,0.8900183315974602
6.7635612,7.6202774,-11.810415,0.8885878751355275
6.649193,7.639568,-11.911607,0.8872066232418974
6.515338,7.658844,-12.024926,0.8858739649697775
6.38299,7.6799526,-12.131865,0.8845899619378189
6.247875,7.6996017,-12.237482,0.8833547175635341
6.1070747,7.718848,-12.342212,0.882168552196477
5.9713874,7.736276,-12.4359,0.8810316766229964
5.8337803,7.752544,-12.525643,0.8799440609703145
5.6907067,7.76976,-12.615558,0.8789060199620115
5.5458803,7.7848663,-12.701012,0.8779180914841418
5.402627,7.799706,-12.782837,0.8769808265261814
5.2571573,7.8113775,-12.857019,0.8760947607813485
5.125179,7.82697,-12.930383,0.8752602175056075
4.979717,7.8397694,-12.993782,0.8744769108440515
4.838132,7.8518496,-13.054681,0.8737444109179032
4.704718,7.863905,-13.103878,0.8730626087577378
4.566808,7.866789,-13.163322,0.8724313942497104
4.430362,7.8727508,-13.201883,0.8718499171044879
4.300181,7.876042,-13.246795,0.8713168558088695
4.1647034,7.897784,-13.275202,0.8708313839703816
4.0299664,7.931804,-13.263198,0.8703933568398773
3.9022183,7.870524,-13.295593,0.8700033773162628
3.783578,7.8797364,-13.317559,0.869662329737815
3.678235,7.893262,-13.308059,0.8693702036317477
3.571103,7.890771,-13.303762,0.8691265116681324
3.4732497,7.8837404,-13.308407,0.8689311276059397
3.403753,7.90381,-13.3601,0.8687842011117018
3.3333387,7.90716,-13.367622,0.868686206847638
3.2652307,7.9075074,-13.370171,0.8686372819496966
-2.303314,8.994812,-1.1094421,4.85417023987501
-2.460905,8.9790745,-1.0792866,4.809299468882427
-2.631856,8.969455,-1.0432408,4.766155469508385
-2.8260653,8.968887,-0.9969543,4.724788383292982
-3.0467887,8.979931,-0.93815446,4.68521272072908
-3.2729666,9.001726,-0.87120396,4.647414183062238
-3.511308,9.033209,-0.7960728,4.611357559689313
-3.747695,9.071983,-0.7160609,4.576995378917881
-3.9749713,9.1131315,-0.63432467,4.54426952144115
-4.198826,9.154891,-0.5501652,4.513108127808591
-4.4218745,9.19368,-0.46439347,4.483431313206582
-4.6390615,9.223692,-0.3791268,4.455163587634418
-4.8561144,9.247436,-0.2936063,4.428230770627449
-5.074623,9.262617,-0.20703468,4.4025513422257
-5.2890687,9.265912,-0.122178845,4.378041031130588
-5.5021486,9.259256,-0.039074987,4.354612500011938
-5.711749,9.241822,0.041569155,4.332184415804415
-5.9175024,9.21381,0.119998075,4.310686593906333
-6.1158447,9.17613,0.19443397,4.290059958352014
-6.3073387,9.131124,0.26502025,4.270252238759116
-6.4890714,9.076823,0.3306074,4.251206016388466
-6.6659565,9.016859,0.39349225,4.232859688320768
-6.8418384,8.9458475,0.45492584,4.215153439760071
-7.0106335,8.870561,0.51274323,4.198035470212041
-7.1720486,8.790469,0.5669992,4.18146377107491
-7.3315144,8.704675,0.61957014,4.165403858863477
-7.4843917,8.614114,0.6690968,4.149824212579622
-7.627219,8.520496,0.7146042,4.134689979392808
-7.7751994,8.419387,0.7595273,4.119960903520042
-7.9142003,8.316775,0.80178434,4.105596242912016
-8.053314,8.206048,0.84251463,4.091560369892695
-8.188969,8.091288,0.88199073,4.077820441744263
-8.319883,7.975152,0.9191357,4.064346967664197
-8.449332,7.8536797,0.95418775,4.051118096451287
-8.574962,7.728774,0.9871146,4.038116063174463
-8.700125,7.5996714,1.0195932,4.025322804971513
-8.8220005,7.4658375,1.0500021,4.012727957321055
-8.940395,7.328821,1.079237,4.000330416444461
-9.055757,7.1896577,1.1062381,3.988123884161969
-9.169149,7.046411,1.1316801,3.976099133424552
-9.281708,6.9001193,1.1564456,3.964248990729839
-9.38736,6.749196,1.1805725,3.952554340632895
-9.499679,6.595927,1.2027333,3.940986656950881
-9.604224,6.441415,1.2244464,3.929522412009441
-9.704734,6.2902236,1.2444047,3.918145270751578
-9.806154,6.130708,1.2649417,3.906843949231939
-9.905876,5.9718266,1.2846801,3.895609288731701
-10.005673,5.8061357,1.3044825,3.884433238243894
-10.103228,5.63906,1.3237748,3.873302932708184
-10.202238,5.4718795,1.3434652,3.862213814614037
-10.297682,5.3008556,1.363285,3.851170413636407
-10.391451,5.13216,1.3834728,3.840180183194406
-10.486175,4.9582877,1.4040637,3.829243403305195
-10.57682,4.786649,1.4245949,3.818352219951233
-10.669092,4.610899,1.4459772,3.807501042473953
-10.759816,4.4342523,1.4681892,3.796684363186484
-10.849876,4.257341,1.4908133,3.785890233276707
-10.939845,4.074727,1.5142933,3.775098849087709
-11.029203,3.8908136,1.5375484,3.764293296739491
-11.117864,3.702987,1.5616971,3.753474708542978
-11.205067,3.514107,1.5859324,3.742649059509961
-11.287431,3.327664,1.6093922,3.731810388880888
-11.373303,3.1293216,1.6341738,3.720955633230894
-11.456637,2.9285297,1.6577696,3.710084206738125
-11.536469,2.723032,1.6807338,3.699192570679128
-11.614522,2.5145345,1.7018888,3.688284957211474
-11.686133,2.310605,1.7208267,3.677371736399904
-11.757226,2.0957212,1.7382617,3.666464357650212
-11.823441,1.879086,1.7529144,3.655561732313255
-11.884597,1.6607491,1.7650353,3.644651433757208
-11.942479,1.434919,1.7729251,3.633722115940042
-11.9949,1.2059811,1.7773278,3.622778811425995
-12.040995,0.97231734,1.7773379,3.611831225426141
-12.081932,0.74148977,1.772929,3.600875410142321
-12.1171465,0.49997,1.7626334,3.589890520429508
-12.146085,0.25634995,1.7474521,3.578876212761035
-12.167496,0.015369913,1.7263951,3.56784440590548
-12.18233,-0.23352015,1.697167,3.556796699305825
-12.19173,-0.48003316,1.6638525,3.545731278706741
-12.194554,-0.73217344,1.6234857,3.53464572691525
-12.191697,-0.97783947,1.5788988,3.523537340811127
-12.182648,-1.2297745,1.5266389,3.512392106315389
-12.166324,-1.4839205,1.4656475,3.50119847768089
-12.145187,-1.7360125,1.3992974,3.489964221148829
-12.117643,-1.9943616,1.324776,3.47870230321052
-12.085227,-2.253061,1.2441394,3.467422125467927
-12.048076,-2.5058227,1.1582062,3.456125373673334
-12.007611,-2.7563198,1.066352,3.444808147003351
-11.961272,-3.0052042,0.9656568,3.433457794526936
-11.912836,-3.2562215,0.86030835,3.422070508497001
-11.857356,-3.5102706,0.7445647,3.410662703191606
-11.799671,-3.757364,0.62235683,3.3992490328592
-11.736269,-4.00439,0.49145132,3.387827943334186
-11.672507,-4.2446837,0.35751596,3.37638550282721
-11.601167,-4.4807615,0.21081415,3.364906194276724
-11.524279,-4.7156405,0.054491267,3.353382915187213
-11.441748,-4.9454393,-0.110988654,3.341832617672352
-11.35532,-5.17021,-0.28510883,3.330282732713488
-11.266919,-5.392417,-0.46508625,3.318743048206649
-11.181602,-5.6027308,-0.6407931,3.307197532171882
-11.08852,-5.81511,-0.83263683,3.295618182490943
-10.991836,-6.0217776,-1.0320116,3.283987678501894
-10.893426,-6.220201,-1.2343087,3.272309189114092
-10.788381,-6.4103255,-1.4458971,3.26058467065319
-10.679542,-6.5960383,-1.6642599,3.24882067266404
-10.565841,-6.7752976,-1.8895057,3.237024819096847
-10.450026,-6.945367,-2.1157243,3.225198024490324
-10.3295765,-7.1069283,-2.3455625,3.213346338272993
-10.202285,-7.25604,-2.5812473,3.20148454283482
-10.071069,-7.4022193,-2.82362,3.189614632083219
-9.934866,-7.5406823,-3.0680199,3.177724113354519
-9.796038,-7.6714883,-3.3134034,3.165801761965995
-9.651083,-7.796232,-3.563049,3.153834522369038
-9.500127,-7.911549,-3.8147194,3.141818874824813
-9.343951,-8.021007,-4.068523,3.129761398519066
-9.181009,-8.12148,-4.3249083,3.117681143574098
-9.013329,-8.215517,-4.5812387,3.105595551633752
-8.842265,-8.302711,-4.836076,3.093523505755388
-8.663185,-8.381352,-5.090349,3.081470168297039
-8.480684,-8.452737,-5.3412323,3.069409776071186
-8.290709,-8.5174465,-5.591359,3.057308113182854
-8.093345,-8.573374,-5.8387523,3.045144051700479
-7.88511,-8.625521,-6.089955,3.032932766136474
-7.6761956,-8.672304,-6.3318615,3.020707783610566
-7.4555435,-8.707154,-6.5714264,3.008483425481756
-7.2292523,-8.737925,-6.804964,2.996259231772834
-6.9944463,-8.762198,-7.035157,2.984037892483755
-6.757863,-8.776976,-7.2537594,2.971812681907396
-6.507406,-8.7832,-7.4704714,2.959574057507374
-6.255153,-8.787231,-7.679923,2.947323734037132
-5.995238,-8.781304,-7.8787456,2.935068482178131
-5.7278914,-8.766147,-8.068024,2.922808380003091
-5.4545293,-8.749457,-8.251298,2.910523642867819
-5.17357,-8.723828,-8.424132,2.898185235467926
-4.8866134,-8.689066,-8.584872,2.885782570982287
-4.59018,-8.657786,-8.743249,2.873340113350208
-4.2941475,-8.618721,-8.8848095,2.860887575484773
-3.9879334,-8.575135,-9.016309,2.848433568325841
-3.6856575,-8.530644,-9.133137,2.835971396523862
-3.3725646,-8.478671,-9.238984,2.823503342642128
-3.0556934,-8.424931,-9.3316555,2.811041500391795
-2.739419,-8.366498,-9.411124,2.798599149938743
-2.4177303,-8.305739,-9.477733,2.786165043893373
-2.0938954,-8.241852,-9.528945,2.773707532505154
-1.7628062,-8.171715,-9.566316,2.761214155154422
-1.4303538,-8.100197,-9.589657,2.748689119072589
-1.0960699,-8.025858,-9.598344,2.736128073739827
-0.76017076,-7.9511766,-9.594466,2.723530954429244
-0.42631054,-7.87413,-9.573507,2.710912979290953
-0.10046176,-7.7955127,-9.537174,2.698291450842662
0.22860125,-7.7169714,-9.488071,2.685673737029861
0.5595196,-7.635636,-9.421539,2.673058766705331
0.8875959,-7.552099,-9.339127,2.660443773115833
1.2068996,-7.465805,-9.242767,2.647805487490334
1.5290914,-7.376983,-9.126869,2.635124289053238
1.8468332,-7.2886114,-8.9989,2.622398516288148
2.1618102,-7.199536,-8.854401,2.609633168284585
2.4746606,-7.109592,-8.692681,2.596819492491631
2.770884,-7.0243783,-8.522434,2.583965021983502
3.074538,-6.938259,-8.328451,2.571098041040836
3.361424,-6.854735,-8.121594,2.558244011136622
3.6387253,-6.7723866,-7.9009914,2.545410909605196
3.9079669,-6.692497,-7.663374,2.532577637759917
4.168277,-6.6135406,-7.410772,2.519723358948106
4.4127584,-6.541865,-7.147249,2.506867772527362
4.645153,-6.4749904,-6.871392,2.494028174888933
4.8707004,-6.412739,-6.5769258,2.481198501982839
5.081981,-6.3562036,-6.2723274,2.468369958022418
5.2790227,-6.306088,-5.9529824,2.455537517186611
5.4598765,-6.2626324,-5.624553,2.442706197963576
5.6271844,-6.22673,-5.283154,2.429873798845948
5.7744126,-6.1986194,-4.936785,2.41703494309263
5.9057727,-6.17951,-4.5814896,2.404190844304557
6.017361,-6.1673956,-4.2198157,2.391347347783786
6.1109915,-6.165643,-3.8446016,2.378504589338247
6.186494,-6.1727023,-3.4651313,2.365655465392345
6.23952,-6.1893387,-3.084187,2.352816149803871
6.2700453,-6.213104,-2.7045028,2.340012188167417
6.2826753,-6.2457156,-2.317726,2.32724511954099
6.2683077,-6.286348,-1.9374264,2.314495628707836
6.2337303,-6.3352504,-1.5588453,2.301754323490024
6.175158,-6.392163,-1.1726657,2.289016702641331
6.0981593,-6.456632,-0.7961108,2.276270556297737
5.9980125,-6.526117,-0.42163977,2.263516330271089
5.8797264,-6.5982947,-0.062217075,2.25076154815025
5.7347198,-6.6717305,0.29163688,2.238012264207593
5.5746727,-6.7497463,0.63884777,2.225259605984661
5.392033,-6.8271794,0.97524214,2.212497416275226
5.1886325,-6.901082,1.3031635,2.199720798552304
4.966082,-6.972508,1.62151,2.186922667790355
4.726382,-7.036561,1.9282382,2.174109959749572
4.468779,-7.0944786,2.2269146,2.161290981014853
4.1979322,-7.141343,2.5079207,2.148471113976051
3.9119427,-7.1751094,2.777688,2.135660122462742
3.608375,-7.198649,3.0396814,2.122868943556143
3.2941806,-7.204531,3.2874813,2.110112428147549
2.9714682,-7.19569,3.5235388,2.097379951892787
2.642309,-7.170988,3.7454314,2.084645314682546
2.3079553,-7.128755,3.9618435,2.071906738728289
1.9675416,-7.0658975,4.1693063,2.059169668394291
1.6281545,-6.9862576,4.3695555,2.046435125360702
1.2869496,-6.8781924,4.5595975,2.033705989154231
0.9446466,-6.7466154,4.740704,2.020998002256778
0.6211894,-6.593527,4.9077635,2.008312688224247
0.2976322,-6.4236407,5.0771146,1.995628071164338
-0.01702079,-6.231,5.2426805,1.982935113437573
-0.31921318,-6.017585,5.4029737,1.970237570319038
-0.61743593,-5.7810216,5.5671053,1.957533913621867
-0.8919488,-5.5288496,5.726732,1.944828185549603
-1.1507102,-5.255305,5.885771,1.932147135644416
-1.3951417,-4.9589224,6.0474224,1.919522463700961
-1.6160618,-4.658218,6.205843,1.906959093450359
-1.8180366,-4.335452,6.369831,1.894430976416435
-1.998086,-4.0056605,6.5379033,1.881917607422632
-2.1515832,-3.664326,6.7068257,1.869403671821975
-2.2824223,-3.3152182,6.8773513,1.85688940932325
-2.3875837,-2.9547737,7.053117,1.84437706457379
-2.462559,-2.58795,7.2299557,1.831872330522411
-2.5136487,-2.214885,7.4110026,1.819381659432166
-2.5412092,-1.838729,7.595821,1.80690003626262
-2.542879,-1.4709059,7.7804313,1.794432879099494
-2.5113904,-1.0954428,7.9696064,1.78199840347588
-2.4552357,-0.7272959,8.159302,1.769603361777894
-2.3705065,-0.36387408,8.348282,1.757231570959624
-2.260933,-0.009322056,8.534568,1.744876203002445
-2.124702,0.33743393,8.7182045,1.732535997975267
-1.9627962,0.6748107,8.902016,1.720200072186522
-1.7733629,1.0062625,9.085474,1.707864531413689
-1.5642815,1.3217256,9.266923,1.69553677115317
-1.3312652,1.6247942,9.443207,1.683221116971034
-1.0805678,1.9111011,9.616517,1.670914095074757
-0.8084022,2.180427,9.777113,1.658601658941909
-0.51330185,2.4369085,9.930729,1.646286364801592
-0.20193473,2.672931,10.072031,1.633996947977671
0.1298557,2.893101,10.201645,1.621766763032167
0.47554755,3.0938995,10.320151,1.609615287573485
0.82790214,3.2732606,10.424328,1.597533539648198
1.1937729,3.429568,10.511078,1.585515049980005
1.5716877,3.571472,10.589436,1.573565770751749
1.9583483,3.6940572,10.649972,1.56168567719069
2.3499937,3.7955043,10.691137,1.549865219160471
2.7466302,3.879473,10.715068,1.538099145783062
3.1436136,3.942449,10.720188,1.526382193987021
3.5424924,3.9888103,10.705744,1.514705046355113
3.9433556,4.017788,10.669558,1.503067043672914
4.33995,4.0320325,10.616042,1.491472033881091
4.7243676,4.03384,10.545748,1.479914120712992
5.1106887,4.0225945,10.4514675,1.4683844601848
5.4938755,4.003301,10.343574,1.456873800181696
5.8692365,3.9742146,10.21282,1.445375129852767
6.234724,3.939418,10.064657,1.433894982052163
6.5837755,3.8988607,9.893191,1.422454071808134
